,Line,Speaker,Text,Date,sentences,words,start,end
235,236,Holt,Secretary Clinton?,2016-09-26,"['Secretary', 'Clinton', '?']","['Secretary', 'Clinton', '?']",7775.0,7776.5
236,237,Clinton,"Well, I hope the fact-checkers are turning up the volume and really working hard. Donald supported the invasion of Iraq.",2016-09-26,"['Well', ',', 'I', 'hope', 'the', 'fact-checkers', 'are', 'turning', 'up', 'the', 'volume', 'and', 'really', 'working', 'hard', '.', 'Donald', 'supported', 'the', 'invasion', 'of', 'Iraq', '.']","['Well', ',', 'I', 'hope', 'the', 'fact-checkers', 'are', 'turning', 'up', 'the', 'volume', 'and', 'really', 'working', 'hard', '.', 'Donald', 'supported', 'the', 'invasion', 'of', 'Iraq', '.']",7777.5,7789.0
237,238,Trump,Wrong.,2016-09-26,"['Wrong', '.']","['Wrong', '.']",7790.0,7791.0
238,239,Clinton,That is absolutely proved over and over again.,2016-09-26,"['That', 'is', 'absolutely', 'proved', 'over', 'and', 'over', 'again', '.']","['That', 'is', 'absolutely', 'proved', 'over', 'and', 'over', 'again', '.']",7792.0,7796.5
239,240,Trump,Wrong. Wrong.,2016-09-26,"['Wrong', '.', 'Wrong', '.']","['Wrong', '.', 'Wrong', '.']",7797.5,7799.5
240,241,Clinton,"He actually advocated for the actions we took in Libya and urged that Gadhafi be taken out, after actually doing some business with him one time.",2016-09-26,"['He', 'actually', 'advocated', 'for', 'the', 'actions', 'we', 'took', 'in', 'Libya', 'and', 'urged', 'that', 'Gadhafi', 'be', 'taken', 'out', ',', 'after', 'actually', 'doing', 'some', 'business', 'with', 'him', 'one', 'time', '.']","['He', 'actually', 'advocated', 'for', 'the', 'actions', 'we', 'took', 'in', 'Libya', 'and', 'urged', 'that', 'Gadhafi', 'be', 'taken', 'out', ',', 'after', 'actually', 'doing', 'some', 'business', 'with', 'him', 'one', 'time', '.']",7800.5,7814.5
241,242,Clinton,"But the larger point -- and he says this constantly -- is George W. Bush made the agreement about when American troops would leave Iraq, not Barack Obama. And the only way that American troops could have stayed in Iraq is to get an agreement from the then-Iraqi government that would have protected our troops, and the Iraqi government would not give that. But let's talk about the question you asked, Lester. The question you asked is, what do we do here in the United States? That's the most important part of this. How do we prevent attacks? How do we protect our people? And I think we've got to have an intelligence surge, where we are looking for every scrap of information. I was so proud of law enforcement in New York, in Minnesota, in New Jersey. You know, they responded so quickly, so professionally to the attacks that occurred by Rahami. And they brought him down. And we may find out more information because he is still alive, which may prove to be an intelligence benefit. So we've got to do everything we can to vacuum up intelligence from Europe, from the Middle East. That means we've got to work more closely with our allies, and that's something that Donald has been very dismissive of. We're working with NATO, the longest military alliance in the history of the world, to really turn our attention to terrorism. We're working with our friends in the Middle East, many of which, as you know, are Muslim majority nations. Donald has consistently insulted Muslims abroad, Muslims at home, when we need to be cooperating with Muslim nations and with the American Muslim community. They're on the front lines. They can provide information to us that we might not get anywhere else. They need to have close working cooperation with law enforcement in these communities, not be alienated and pushed away as some of Donald's rhetoric, unfortunately, has led to.",2016-09-26,"['But', 'the', 'larger', 'point', '--', 'and', 'he', 'says', 'this', 'constantly', '--', 'is', 'George', 'W.', 'Bush', 'made', 'the', 'agreement', 'about', 'when', 'American', 'troops', 'would', 'leave', 'Iraq', ',', 'not', 'Barack', 'Obama', '.', 'And', 'the', 'only', 'way', 'that', 'American', 'troops', 'could', 'have', 'stayed', 'in', 'Iraq', 'is', 'to', 'get', 'an', 'agreement', 'from', 'the', 'then-Iraqi', 'government', 'that', 'would', 'have', 'protected', 'our', 'troops', ',', 'and', 'the', 'Iraqi', 'government', 'would', 'not', 'give', 'that', '.', 'But', 'let', ""'s"", 'talk', 'about', 'the', 'question', 'you', 'asked', ',', 'Lester', '.', 'The', 'question', 'you', 'asked', 'is', ',', 'what', 'do', 'we', 'do', 'here', 'in', 'the', 'United', 'States', '?', 'That', ""'s"", 'the', 'most', 'important', 'part', 'of', 'this', '.', 'How', 'do', 'we', 'prevent', 'attacks', '?', 'How', 'do', 'we', 'protect', 'our', 'people', '?', 'And', 'I', 'think', 'we', ""'ve"", 'got', 'to', 'have', 'an', 'intelligence', 'surge', ',', 'where', 'we', 'are', 'looking', 'for', 'every', 'scrap', 'of', 'information', '.', 'I', 'was', 'so', 'proud', 'of', 'law', 'enforcement', 'in', 'New', 'York', ',', 'in', 'Minnesota', ',', 'in', 'New', 'Jersey', '.', 'You', 'know', ',', 'they', 'responded', 'so', 'quickly', ',', 'so', 'professionally', 'to', 'the', 'attacks', 'that', 'occurred', 'by', 'Rahami', '.', 'And', 'they', 'brought', 'him', 'down', '.', 'And', 'we', 'may', 'find', 'out', 'more', 'information', 'because', 'he', 'is', 'still', 'alive', ',', 'which', 'may', 'prove', 'to', 'be', 'an', 'intelligence', 'benefit', '.', 'So', 'we', ""'ve"", 'got', 'to', 'do', 'everything', 'we', 'can', 'to', 'vacuum', 'up', 'intelligence', 'from', 'Europe', ',', 'from', 'the', 'Middle', 'East', '.', 'That', 'means', 'we', ""'ve"", 'got', 'to', 'work', 'more', 'closely', 'with', 'our', 'allies', ',', 'and', 'that', ""'s"", 'something', 'that', 'Donald', 'has', 'been', 'very', 'dismissive', 'of', '.', 'We', ""'re"", 'working', 'with', 'NATO', ',', 'the', 'longest', 'military', 'alliance', 'in', 'the', 'history', 'of', 'the', 'world', ',', 'to', 'really', 'turn', 'our', 'attention', 'to', 'terrorism', '.', 'We', ""'re"", 'working', 'with', 'our', 'friends', 'in', 'the', 'Middle', 'East', ',', 'many', 'of', 'which', ',', 'as', 'you', 'know', ',', 'are', 'Muslim', 'majority', 'nations', '.', 'Donald', 'has', 'consistently', 'insulted', 'Muslims', 'abroad', ',', 'Muslims', 'at', 'home', ',', 'when', 'we', 'need', 'to', 'be', 'cooperating', 'with', 'Muslim', 'nations', 'and', 'with', 'the', 'American', 'Muslim', 'community', '.', 'They', ""'re"", 'on', 'the', 'front', 'lines', '.', 'They', 'can', 'provide', 'information', 'to', 'us', 'that', 'we', 'might', 'not', 'get', 'anywhere', 'else', '.', 'They', 'need', 'to', 'have', 'close', 'working', 'cooperation', 'with', 'law', 'enforcement', 'in', 'these', 'communities', ',', 'not', 'be', 'alienated', 'and', 'pushed', 'away', 'as', 'some', 'of', 'Donald', ""'s"", 'rhetoric', ',', 'unfortunately', ',', 'has', 'led', 'to', '.']","['But', 'the', 'larger', 'point', '--', 'and', 'he', 'says', 'this', 'constantly', '--', 'is', 'George', 'W.', 'Bush', 'made', 'the', 'agreement', 'about', 'when', 'American', 'troops', 'would', 'leave', 'Iraq', ',', 'not', 'Barack', 'Obama', '.', 'And', 'the', 'only', 'way', 'that', 'American', 'troops', 'could', 'have', 'stayed', 'in', 'Iraq', 'is', 'to', 'get', 'an', 'agreement', 'from', 'the', 'then-Iraqi', 'government', 'that', 'would', 'have', 'protected', 'our', 'troops', ',', 'and', 'the', 'Iraqi', 'government', 'would', 'not', 'give', 'that', '.', 'But', 'let', ""'s"", 'talk', 'about', 'the', 'question', 'you', 'asked', ',', 'Lester', '.', 'The', 'question', 'you', 'asked', 'is', ',', 'what', 'do', 'we', 'do', 'here', 'in', 'the', 'United', 'States', '?', 'That', ""'s"", 'the', 'most', 'important', 'part', 'of', 'this', '.', 'How', 'do', 'we', 'prevent', 'attacks', '?', 'How', 'do', 'we', 'protect', 'our', 'people', '?', 'And', 'I', 'think', 'we', ""'ve"", 'got', 'to', 'have', 'an', 'intelligence', 'surge', ',', 'where', 'we', 'are', 'looking', 'for', 'every', 'scrap', 'of', 'information', '.', 'I', 'was', 'so', 'proud', 'of', 'law', 'enforcement', 'in', 'New', 'York', ',', 'in', 'Minnesota', ',', 'in', 'New', 'Jersey', '.', 'You', 'know', ',', 'they', 'responded', 'so', 'quickly', ',', 'so', 'professionally', 'to', 'the', 'attacks', 'that', 'occurred', 'by', 'Rahami', '.', 'And', 'they', 'brought', 'him', 'down', '.', 'And', 'we', 'may', 'find', 'out', 'more', 'information', 'because', 'he', 'is', 'still', 'alive', ',', 'which', 'may', 'prove', 'to', 'be', 'an', 'intelligence', 'benefit', '.', 'So', 'we', ""'ve"", 'got', 'to', 'do', 'everything', 'we', 'can', 'to', 'vacuum', 'up', 'intelligence', 'from', 'Europe', ',', 'from', 'the', 'Middle', 'East', '.', 'That', 'means', 'we', ""'ve"", 'got', 'to', 'work', 'more', 'closely', 'with', 'our', 'allies', ',', 'and', 'that', ""'s"", 'something', 'that', 'Donald', 'has', 'been', 'very', 'dismissive', 'of', '.', 'We', ""'re"", 'working', 'with', 'NATO', ',', 'the', 'longest', 'military', 'alliance', 'in', 'the', 'history', 'of', 'the', 'world', ',', 'to', 'really', 'turn', 'our', 'attention', 'to', 'terrorism', '.', 'We', ""'re"", 'working', 'with', 'our', 'friends', 'in', 'the', 'Middle', 'East', ',', 'many', 'of', 'which', ',', 'as', 'you', 'know', ',', 'are', 'Muslim', 'majority', 'nations', '.', 'Donald', 'has', 'consistently', 'insulted', 'Muslims', 'abroad', ',', 'Muslims', 'at', 'home', ',', 'when', 'we', 'need', 'to', 'be', 'cooperating', 'with', 'Muslim', 'nations', 'and', 'with', 'the', 'American', 'Muslim', 'community', '.', 'They', ""'re"", 'on', 'the', 'front', 'lines', '.', 'They', 'can', 'provide', 'information', 'to', 'us', 'that', 'we', 'might', 'not', 'get', 'anywhere', 'else', '.', 'They', 'need', 'to', 'have', 'close', 'working', 'cooperation', 'with', 'law', 'enforcement', 'in', 'these', 'communities', ',', 'not', 'be', 'alienated', 'and', 'pushed', 'away', 'as', 'some', 'of', 'Donald', ""'s"", 'rhetoric', ',', 'unfortunately', ',', 'has', 'led', 'to', '.']",7815.5,8005.0
242,243,Holt,Mr. Trump...,2016-09-26,"['Mr.', 'Trump', '...']","['Mr.', 'Trump', '...']",8006.0,8007.5
243,244,Trump,"Well, I have to respond.",2016-09-26,"['Well', ',', 'I', 'have', 'to', 'respond', '.']","['Well', ',', 'I', 'have', 'to', 'respond', '.']",8008.5,8012.0
244,245,Holt,Please respond.,2016-09-26,"['Please', 'respond', '.']","['Please', 'respond', '.']",8013.0,8014.5
245,246,Trump,"The secretary said very strongly about working with -- we've been working with them for many years, and we have the greatest mess anyone's ever seen. You look at the Middle East, it's a total mess. Under your direction, to a large extent. But you look at the Middle East, you started the Iran deal, that's another beauty where you have a country that was ready to fall, I mean, they were doing so badly. They were choking on the sanctions. And now they're going to be actually probably a major power at some point pretty soon, the way they're going. But when you look at NATO, I was asked on a major show, what do you think of NATO? And you have to understand, I'm a businessperson. I did really well. But I have common sense. And I said, well, I'll tell you. I haven't given lots of thought to NATO. But two things. Number one, the 28 countries of NATO, many of them aren't paying their fair share. Number two -- and that bothers me, because we should be asking -- we're defending them, and they should at least be paying us what they're supposed to be paying by treaty and contract. And, number two, I said, and very strongly, NATO could be obsolete, because -- and I was very strong on this, and it was actually covered very accurately in the New York Times, which is unusual for the New York Times, to be honest -- but I said, they do not focus on terror. And I was very strong. And I said it numerous times. And about four months ago, I read on the front page of the Wall Street Journal that NATO is opening up a major terror division. And I think that's great. And I think we should get -- because we pay approximately 73 percent of the cost of NATO. It's a lot of money to protect other people. But I'm all for NATO. But I said they have to focus on terror, also. And they're going to do that. And that was -- believe me -- I'm sure I'm not going to get credit for it -- but that was largely because of what I was saying and my criticism of NATO. I think we have to get NATO to go into the Middle East with us, in addition to surrounding nations, and we have to knock the hell out of ISIS, and we have to do it fast, when ISIS formed in this vacuum created by Barack Obama and Secretary Clinton. And believe me, you were the ones that took out the troops. Not only that, you named the day. They couldn't believe it. They sat back probably and said, I can't believe it. They said...",2016-09-26,"['The', 'secretary', 'said', 'very', 'strongly', 'about', 'working', 'with', '--', 'we', ""'ve"", 'been', 'working', 'with', 'them', 'for', 'many', 'years', ',', 'and', 'we', 'have', 'the', 'greatest', 'mess', 'anyone', ""'s"", 'ever', 'seen', '.', 'You', 'look', 'at', 'the', 'Middle', 'East', ',', 'it', ""'s"", 'a', 'total', 'mess', '.', 'Under', 'your', 'direction', ',', 'to', 'a', 'large', 'extent', '.', 'But', 'you', 'look', 'at', 'the', 'Middle', 'East', ',', 'you', 'started', 'the', 'Iran', 'deal', ',', 'that', ""'s"", 'another', 'beauty', 'where', 'you', 'have', 'a', 'country', 'that', 'was', 'ready', 'to', 'fall', ',', 'I', 'mean', ',', 'they', 'were', 'doing', 'so', 'badly', '.', 'They', 'were', 'choking', 'on', 'the', 'sanctions', '.', 'And', 'now', 'they', ""'re"", 'going', 'to', 'be', 'actually', 'probably', 'a', 'major', 'power', 'at', 'some', 'point', 'pretty', 'soon', ',', 'the', 'way', 'they', ""'re"", 'going', '.', 'But', 'when', 'you', 'look', 'at', 'NATO', ',', 'I', 'was', 'asked', 'on', 'a', 'major', 'show', ',', 'what', 'do', 'you', 'think', 'of', 'NATO', '?', 'And', 'you', 'have', 'to', 'understand', ',', 'I', ""'m"", 'a', 'businessperson', '.', 'I', 'did', 'really', 'well', '.', 'But', 'I', 'have', 'common', 'sense', '.', 'And', 'I', 'said', ',', 'well', ',', 'I', ""'ll"", 'tell', 'you', '.', 'I', 'have', ""n't"", 'given', 'lots', 'of', 'thought', 'to', 'NATO', '.', 'But', 'two', 'things', '.', 'Number', 'one', ',', 'the', '28', 'countries', 'of', 'NATO', ',', 'many', 'of', 'them', 'are', ""n't"", 'paying', 'their', 'fair', 'share', '.', 'Number', 'two', '--', 'and', 'that', 'bothers', 'me', ',', 'because', 'we', 'should', 'be', 'asking', '--', 'we', ""'re"", 'defending', 'them', ',', 'and', 'they', 'should', 'at', 'least', 'be', 'paying', 'us', 'what', 'they', ""'re"", 'supposed', 'to', 'be', 'paying', 'by', 'treaty', 'and', 'contract', '.', 'And', ',', 'number', 'two', ',', 'I', 'said', ',', 'and', 'very', 'strongly', ',', 'NATO', 'could', 'be', 'obsolete', ',', 'because', '--', 'and', 'I', 'was', 'very', 'strong', 'on', 'this', ',', 'and', 'it', 'was', 'actually', 'covered', 'very', 'accurately', 'in', 'the', 'New', 'York', 'Times', ',', 'which', 'is', 'unusual', 'for', 'the', 'New', 'York', 'Times', ',', 'to', 'be', 'honest', '--', 'but', 'I', 'said', ',', 'they', 'do', 'not', 'focus', 'on', 'terror', '.', 'And', 'I', 'was', 'very', 'strong', '.', 'And', 'I', 'said', 'it', 'numerous', 'times', '.', 'And', 'about', 'four', 'months', 'ago', ',', 'I', 'read', 'on', 'the', 'front', 'page', 'of', 'the', 'Wall', 'Street', 'Journal', 'that', 'NATO', 'is', 'opening', 'up', 'a', 'major', 'terror', 'division', '.', 'And', 'I', 'think', 'that', ""'s"", 'great', '.', 'And', 'I', 'think', 'we', 'should', 'get', '--', 'because', 'we', 'pay', 'approximately', '73', 'percent', 'of', 'the', 'cost', 'of', 'NATO', '.', 'It', ""'s"", 'a', 'lot', 'of', 'money', 'to', 'protect', 'other', 'people', '.', 'But', 'I', ""'m"", 'all', 'for', 'NATO', '.', 'But', 'I', 'said', 'they', 'have', 'to', 'focus', 'on', 'terror', ',', 'also', '.', 'And', 'they', ""'re"", 'going', 'to', 'do', 'that', '.', 'And', 'that', 'was', '--', 'believe', 'me', '--', 'I', ""'m"", 'sure', 'I', ""'m"", 'not', 'going', 'to', 'get', 'credit', 'for', 'it', '--', 'but', 'that', 'was', 'largely', 'because', 'of', 'what', 'I', 'was', 'saying', 'and', 'my', 'criticism', 'of', 'NATO', '.', 'I', 'think', 'we', 'have', 'to', 'get', 'NATO', 'to', 'go', 'into', 'the', 'Middle', 'East', 'with', 'us', ',', 'in', 'addition', 'to', 'surrounding', 'nations', ',', 'and', 'we', 'have', 'to', 'knock', 'the', 'hell', 'out', 'of', 'ISIS', ',', 'and', 'we', 'have', 'to', 'do', 'it', 'fast', ',', 'when', 'ISIS', 'formed', 'in', 'this', 'vacuum', 'created', 'by', 'Barack', 'Obama', 'and', 'Secretary', 'Clinton', '.', 'And', 'believe', 'me', ',', 'you', 'were', 'the', 'ones', 'that', 'took', 'out', 'the', 'troops', '.', 'Not', 'only', 'that', ',', 'you', 'named', 'the', 'day', '.', 'They', 'could', ""n't"", 'believe', 'it', '.', 'They', 'sat', 'back', 'probably', 'and', 'said', ',', 'I', 'ca', ""n't"", 'believe', 'it', '.', 'They', 'said', '...']","['The', 'secretary', 'said', 'very', 'strongly', 'about', 'working', 'with', '--', 'we', ""'ve"", 'been', 'working', 'with', 'them', 'for', 'many', 'years', ',', 'and', 'we', 'have', 'the', 'greatest', 'mess', 'anyone', ""'s"", 'ever', 'seen', '.', 'You', 'look', 'at', 'the', 'Middle', 'East', ',', 'it', ""'s"", 'a', 'total', 'mess', '.', 'Under', 'your', 'direction', ',', 'to', 'a', 'large', 'extent', '.', 'But', 'you', 'look', 'at', 'the', 'Middle', 'East', ',', 'you', 'started', 'the', 'Iran', 'deal', ',', 'that', ""'s"", 'another', 'beauty', 'where', 'you', 'have', 'a', 'country', 'that', 'was', 'ready', 'to', 'fall', ',', 'I', 'mean', ',', 'they', 'were', 'doing', 'so', 'badly', '.', 'They', 'were', 'choking', 'on', 'the', 'sanctions', '.', 'And', 'now', 'they', ""'re"", 'going', 'to', 'be', 'actually', 'probably', 'a', 'major', 'power', 'at', 'some', 'point', 'pretty', 'soon', ',', 'the', 'way', 'they', ""'re"", 'going', '.', 'But', 'when', 'you', 'look', 'at', 'NATO', ',', 'I', 'was', 'asked', 'on', 'a', 'major', 'show', ',', 'what', 'do', 'you', 'think', 'of', 'NATO', '?', 'And', 'you', 'have', 'to', 'understand', ',', 'I', ""'m"", 'a', 'businessperson', '.', 'I', 'did', 'really', 'well', '.', 'But', 'I', 'have', 'common', 'sense', '.', 'And', 'I', 'said', ',', 'well', ',', 'I', ""'ll"", 'tell', 'you', '.', 'I', 'have', ""n't"", 'given', 'lots', 'of', 'thought', 'to', 'NATO', '.', 'But', 'two', 'things', '.', 'Number', 'one', ',', 'the', '28', 'countries', 'of', 'NATO', ',', 'many', 'of', 'them', 'are', ""n't"", 'paying', 'their', 'fair', 'share', '.', 'Number', 'two', '--', 'and', 'that', 'bothers', 'me', ',', 'because', 'we', 'should', 'be', 'asking', '--', 'we', ""'re"", 'defending', 'them', ',', 'and', 'they', 'should', 'at', 'least', 'be', 'paying', 'us', 'what', 'they', ""'re"", 'supposed', 'to', 'be', 'paying', 'by', 'treaty', 'and', 'contract', '.', 'And', ',', 'number', 'two', ',', 'I', 'said', ',', 'and', 'very', 'strongly', ',', 'NATO', 'could', 'be', 'obsolete', ',', 'because', '--', 'and', 'I', 'was', 'very', 'strong', 'on', 'this', ',', 'and', 'it', 'was', 'actually', 'covered', 'very', 'accurately', 'in', 'the', 'New', 'York', 'Times', ',', 'which', 'is', 'unusual', 'for', 'the', 'New', 'York', 'Times', ',', 'to', 'be', 'honest', '--', 'but', 'I', 'said', ',', 'they', 'do', 'not', 'focus', 'on', 'terror', '.', 'And', 'I', 'was', 'very', 'strong', '.', 'And', 'I', 'said', 'it', 'numerous', 'times', '.', 'And', 'about', 'four', 'months', 'ago', ',', 'I', 'read', 'on', 'the', 'front', 'page', 'of', 'the', 'Wall', 'Street', 'Journal', 'that', 'NATO', 'is', 'opening', 'up', 'a', 'major', 'terror', 'division', '.', 'And', 'I', 'think', 'that', ""'s"", 'great', '.', 'And', 'I', 'think', 'we', 'should', 'get', '--', 'because', 'we', 'pay', 'approximately', '73', 'percent', 'of', 'the', 'cost', 'of', 'NATO', '.', 'It', ""'s"", 'a', 'lot', 'of', 'money', 'to', 'protect', 'other', 'people', '.', 'But', 'I', ""'m"", 'all', 'for', 'NATO', '.', 'But', 'I', 'said', 'they', 'have', 'to', 'focus', 'on', 'terror', ',', 'also', '.', 'And', 'they', ""'re"", 'going', 'to', 'do', 'that', '.', 'And', 'that', 'was', '--', 'believe', 'me', '--', 'I', ""'m"", 'sure', 'I', ""'m"", 'not', 'going', 'to', 'get', 'credit', 'for', 'it', '--', 'but', 'that', 'was', 'largely', 'because', 'of', 'what', 'I', 'was', 'saying', 'and', 'my', 'criticism', 'of', 'NATO', '.', 'I', 'think', 'we', 'have', 'to', 'get', 'NATO', 'to', 'go', 'into', 'the', 'Middle', 'East', 'with', 'us', ',', 'in', 'addition', 'to', 'surrounding', 'nations', ',', 'and', 'we', 'have', 'to', 'knock', 'the', 'hell', 'out', 'of', 'ISIS', ',', 'and', 'we', 'have', 'to', 'do', 'it', 'fast', ',', 'when', 'ISIS', 'formed', 'in', 'this', 'vacuum', 'created', 'by', 'Barack', 'Obama', 'and', 'Secretary', 'Clinton', '.', 'And', 'believe', 'me', ',', 'you', 'were', 'the', 'ones', 'that', 'took', 'out', 'the', 'troops', '.', 'Not', 'only', 'that', ',', 'you', 'named', 'the', 'day', '.', 'They', 'could', ""n't"", 'believe', 'it', '.', 'They', 'sat', 'back', 'probably', 'and', 'said', ',', 'I', 'ca', ""n't"", 'believe', 'it', '.', 'They', 'said', '...']",8015.5,8291.5
246,247,Clinton,"Lester, we've covered...",2016-09-26,"['Lester', ',', 'we', ""'ve"", 'covered', '...']","['Lester', ',', 'we', ""'ve"", 'covered', '...']",8292.5,8295.5
247,248,Trump,"No, wait a minute.",2016-09-26,"['No', ',', 'wait', 'a', 'minute', '.']","['No', ',', 'wait', 'a', 'minute', '.']",8296.5,8299.5
248,249,Clinton,We've covered this ground.,2016-09-26,"['We', ""'ve"", 'covered', 'this', 'ground', '.']","['We', ""'ve"", 'covered', 'this', 'ground', '.']",8300.5,8303.5
249,250,Trump,"When they formed, when they formed, this is something that never should have happened. It should have never happened. Now, you're talking about taking out ISIS. But you were there, and you were secretary of state when it was a little infant. Now it's in over 30 countries. And you're going to stop them? I don't think so.",2016-09-26,"['When', 'they', 'formed', ',', 'when', 'they', 'formed', ',', 'this', 'is', 'something', 'that', 'never', 'should', 'have', 'happened', '.', 'It', 'should', 'have', 'never', 'happened', '.', 'Now', ',', 'you', ""'re"", 'talking', 'about', 'taking', 'out', 'ISIS', '.', 'But', 'you', 'were', 'there', ',', 'and', 'you', 'were', 'secretary', 'of', 'state', 'when', 'it', 'was', 'a', 'little', 'infant', '.', 'Now', 'it', ""'s"", 'in', 'over', '30', 'countries', '.', 'And', 'you', ""'re"", 'going', 'to', 'stop', 'them', '?', 'I', 'do', ""n't"", 'think', 'so', '.']","['When', 'they', 'formed', ',', 'when', 'they', 'formed', ',', 'this', 'is', 'something', 'that', 'never', 'should', 'have', 'happened', '.', 'It', 'should', 'have', 'never', 'happened', '.', 'Now', ',', 'you', ""'re"", 'talking', 'about', 'taking', 'out', 'ISIS', '.', 'But', 'you', 'were', 'there', ',', 'and', 'you', 'were', 'secretary', 'of', 'state', 'when', 'it', 'was', 'a', 'little', 'infant', '.', 'Now', 'it', ""'s"", 'in', 'over', '30', 'countries', '.', 'And', 'you', ""'re"", 'going', 'to', 'stop', 'them', '?', 'I', 'do', ""n't"", 'think', 'so', '.']",8304.5,8341.0
250,251,Holt,"Mr. Trump, a lot of these are judgment questions. You had supported the war in Iraq before the invasion. What makes your...",2016-09-26,"['Mr.', 'Trump', ',', 'a', 'lot', 'of', 'these', 'are', 'judgment', 'questions', '.', 'You', 'had', 'supported', 'the', 'war', 'in', 'Iraq', 'before', 'the', 'invasion', '.', 'What', 'makes', 'your', '...']","['Mr.', 'Trump', ',', 'a', 'lot', 'of', 'these', 'are', 'judgment', 'questions', '.', 'You', 'had', 'supported', 'the', 'war', 'in', 'Iraq', 'before', 'the', 'invasion', '.', 'What', 'makes', 'your', '...']",8342.0,8355.0
251,252,Trump,I did not support the war in Iraq.,2016-09-26,"['I', 'did', 'not', 'support', 'the', 'war', 'in', 'Iraq', '.']","['I', 'did', 'not', 'support', 'the', 'war', 'in', 'Iraq', '.']",8356.0,8360.5
252,253,Holt,In 2002...,2016-09-26,"['In', '2002', '...']","['In', '2002', '...']",8361.5,8363.0
253,254,Trump,"That is a mainstream media nonsense put out by her, because she -- frankly, I think the best person in her campaign is mainstream media.",2016-09-26,"['That', 'is', 'a', 'mainstream', 'media', 'nonsense', 'put', 'out', 'by', 'her', ',', 'because', 'she', '--', 'frankly', ',', 'I', 'think', 'the', 'best', 'person', 'in', 'her', 'campaign', 'is', 'mainstream', 'media', '.']","['That', 'is', 'a', 'mainstream', 'media', 'nonsense', 'put', 'out', 'by', 'her', ',', 'because', 'she', '--', 'frankly', ',', 'I', 'think', 'the', 'best', 'person', 'in', 'her', 'campaign', 'is', 'mainstream', 'media', '.']",8364.0,8378.0
254,255,Holt,"My question is, since you supported it...",2016-09-26,"['My', 'question', 'is', ',', 'since', 'you', 'supported', 'it', '...']","['My', 'question', 'is', ',', 'since', 'you', 'supported', 'it', '...']",8379.0,8383.5
255,256,Trump,Just -- would you like to hear...,2016-09-26,"['Just', '--', 'would', 'you', 'like', 'to', 'hear', '...']","['Just', '--', 'would', 'you', 'like', 'to', 'hear', '...']",8384.5,8388.5
256,257,Holt,... why is your -- why is your judgment...,2016-09-26,"['...', 'why', 'is', 'your', '--', 'why', 'is', 'your', 'judgment', '...']","['...', 'why', 'is', 'your', '--', 'why', 'is', 'your', 'judgment', '...']",8389.5,8394.5
257,258,Trump,Wait a minute. I was against the war in Iraq. Just so you put it out.,2016-09-26,"['Wait', 'a', 'minute', '.', 'I', 'was', 'against', 'the', 'war', 'in', 'Iraq', '.', 'Just', 'so', 'you', 'put', 'it', 'out', '.']","['Wait', 'a', 'minute', '.', 'I', 'was', 'against', 'the', 'war', 'in', 'Iraq', '.', 'Just', 'so', 'you', 'put', 'it', 'out', '.']",8395.5,8405.0
258,259,Holt,"The record shows otherwise, but why -- why was...",2016-09-26,"['The', 'record', 'shows', 'otherwise', ',', 'but', 'why', '--', 'why', 'was', '...']","['The', 'record', 'shows', 'otherwise', ',', 'but', 'why', '--', 'why', 'was', '...']",8406.0,8411.5
259,260,Trump,The record does not show that.,2016-09-26,"['The', 'record', 'does', 'not', 'show', 'that', '.']","['The', 'record', 'does', 'not', 'show', 'that', '.']",8412.5,8416.0
260,261,Holt,Why was -- is your judgment any...,2016-09-26,"['Why', 'was', '--', 'is', 'your', 'judgment', 'any', '...']","['Why', 'was', '--', 'is', 'your', 'judgment', 'any', '...']",8417.0,8421.0
